account_id,month,target_days,targeting_priority,recommended_channel,campaign_count,outstanding_amount,dpd,risk_segment,loan_type,timezone,status,calls,answered_calls,call_seconds,complaints,contact_proxy
ACC0000809,2026-06,2,5.5,SMS,2,495299.99,90,NPA,PERSONAL,UTC,PAID,1.0,0.0,249.0,0.0,0.0
ACC0000810,2026-04,1,2.0,VOICE,1,258966.15,0,LOW,CONSUMER,Asia/Dubai,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000811,2026-03,1,9.0,VOICE,1,596735.34,90,NPA,CREDIT_CARD,UTC,PAID,0.0,0.0,0.0,0.0,
ACC0000811,2026-04,2,4.0,FIELD,2,596735.34,90,NPA,CREDIT_CARD,UTC,PAID,1.0,0.0,689.0,0.0,0.0
ACC0000812,2026-01,1,2.0,FIELD,1,435102.68,60,NPA,CREDIT_CARD,Asia/Dubai,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000812,2026-02,2,6.5,VOICE,2,435102.68,60,NPA,CREDIT_CARD,Asia/Dubai,ACTIVE,1.0,0.0,100.0,0.0,0.0
ACC0000813,2026-05,1,3.0,FIELD,1,596149.38,180,LOW,BNPL,Asia/Dubai,ACTIVE,1.0,0.0,692.0,0.0,0.0
ACC0000814,2026-03,1,1.0,VOICE,1,518208.46,75,NPA,CONSUMER,Asia/Dubai,WRITEOFF,1.0,0.0,744.0,0.0,0.0
ACC0000814,2026-06,1,7.0,WHATSAPP,1,518208.46,75,NPA,CONSUMER,Asia/Dubai,WRITEOFF,1.0,0.0,47.0,0.0,0.0
ACC0000815,2026-01,1,9.0,VOICE,1,354172.94,15,MEDIUM,PERSONAL,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000815,2026-04,1,4.0,WHATSAPP,1,354172.94,15,MEDIUM,PERSONAL,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000815,2026-05,1,8.0,FIELD,1,354172.94,15,MEDIUM,PERSONAL,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000817,2026-02,1,8.0,SMS,1,117513.21,60,NPA,BNPL,Asia/Dubai,CLOSED,0.0,0.0,0.0,1.0,
ACC0000817,2026-04,1,1.0,VOICE,1,117513.21,60,NPA,BNPL,Asia/Dubai,CLOSED,1.0,1.0,820.0,0.0,1.0
ACC0000817,2026-06,1,9.0,VOICE,1,117513.21,60,NPA,BNPL,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000819,2026-01,1,4.0,VOICE,1,235672.64,15,NPA,AUTO,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000820,2026-03,1,8.0,SMS,1,448292.1,45,LOW,AUTO,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000821,2026-04,1,4.0,FIELD,1,641254.34,0,LOW,CREDIT_CARD,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000822,2026-06,1,5.0,WHATSAPP,1,684471.16,1,MEDIUM,CREDIT_CARD,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000825,2026-02,2,3.0,SMS,2,103947.01,30,LOW,AUTO,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000825,2026-03,1,10.0,WHATSAPP,1,103947.01,30,LOW,AUTO,Asia/Kolkata,WRITEOFF,1.0,0.0,489.0,0.0,0.0
ACC0000826,2026-04,1,8.0,WHATSAPP,1,517224.65,180,NPA,PERSONAL,Asia/Kolkata,ACTIVE,2.0,1.0,164.0,0.0,0.5
ACC0000826,2026-06,2,9.5,SMS,2,517224.65,180,NPA,PERSONAL,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000826,2026-07,1,10.0,WHATSAPP,1,517224.65,180,NPA,PERSONAL,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000826,2026-08,1,4.0,FIELD,1,517224.65,180,NPA,PERSONAL,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000827,2026-03,1,3.0,WHATSAPP,1,679626.81,120,HIGH,PERSONAL,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000828,2026-07,1,3.0,FIELD,1,661051.01,180,HIGH,AUTO,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000831,2026-02,1,8.0,VOICE,1,477512.6,120,MEDIUM,BNPL,Asia/Dubai,PAID,1.0,0.0,861.0,0.0,0.0
ACC0000832,2026-01,2,7.0,VOICE,2,664436.64,90,LOW,BNPL,UTC,WRITEOFF,1.0,0.0,416.0,0.0,0.0
ACC0000832,2026-06,1,3.0,FIELD,1,664436.64,90,LOW,BNPL,UTC,WRITEOFF,1.0,0.0,824.0,0.0,0.0
ACC0000833,2026-04,1,10.0,WHATSAPP,1,524190.19,15,MEDIUM,CREDIT_CARD,Asia/Kolkata,WRITEOFF,1.0,0.0,367.0,0.0,0.0
ACC0000833,2026-05,1,2.0,VOICE,1,524190.19,15,MEDIUM,CREDIT_CARD,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000834,2026-04,1,5.0,SMS,1,173510.02,15,MEDIUM,CREDIT_CARD,Asia/Kolkata,CLOSED,1.0,0.0,73.0,0.0,0.0
ACC0000835,2026-02,1,1.0,SMS,1,333405.09,15,NPA,PERSONAL,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000835,2026-05,1,1.0,WHATSAPP,1,333405.09,15,NPA,PERSONAL,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000835,2026-06,2,5.0,SMS,2,333405.09,15,NPA,PERSONAL,Asia/Dubai,CLOSED,2.0,0.0,570.0,0.0,0.0
ACC0000835,2026-07,1,6.0,SMS,1,333405.09,15,NPA,PERSONAL,Asia/Dubai,CLOSED,1.0,0.0,190.0,0.0,0.0
ACC0000836,2026-06,1,4.0,SMS,1,368177.12,5,MEDIUM,CREDIT_CARD,Asia/Kolkata,WRITEOFF,1.0,0.0,249.0,0.0,0.0
ACC0000837,2026-01,1,4.0,WHATSAPP,1,67502.17,75,NPA,PERSONAL,UTC,ACTIVE,0.0,0.0,0.0,1.0,
ACC0000837,2026-03,1,3.0,FIELD,1,67502.17,75,NPA,PERSONAL,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000840,2026-03,1,5.0,WHATSAPP,1,12013.8,90,NPA,BNPL,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,1.0,
ACC0000840,2026-04,1,5.0,VOICE,1,12013.8,90,NPA,BNPL,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000841,2026-05,1,5.0,VOICE,1,625711.58,180,LOW,PERSONAL,Asia/Kolkata,WRITEOFF,2.0,0.0,1103.0,0.0,0.0
ACC0000842,2026-02,1,1.0,WHATSAPP,1,273820.98,1,NPA,PERSONAL,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000842,2026-06,1,6.0,FIELD,1,273820.98,1,NPA,PERSONAL,Asia/Dubai,CLOSED,1.0,0.0,90.0,0.0,0.0
ACC0000842,2026-08,1,2.0,SMS,1,273820.98,1,NPA,PERSONAL,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000843,2026-03,1,1.0,FIELD,1,384907.04,60,HIGH,CREDIT_CARD,UTC,WRITEOFF,1.0,0.0,855.0,0.0,0.0
ACC0000843,2026-05,1,6.0,WHATSAPP,1,384907.04,60,HIGH,CREDIT_CARD,UTC,WRITEOFF,1.0,0.0,439.0,0.0,0.0
ACC0000844,2026-07,1,4.0,VOICE,1,410811.24,15,MEDIUM,CREDIT_CARD,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000845,2026-05,2,4.5,SMS,2,54792.79,75,HIGH,PERSONAL,Asia/Kolkata,CLOSED,0.0,0.0,0.0,0.0,
ACC0000845,2026-07,1,10.0,WHATSAPP,1,54792.79,75,HIGH,PERSONAL,Asia/Kolkata,CLOSED,1.0,0.0,302.0,0.0,0.0
ACC0000846,2026-03,1,5.0,FIELD,1,284601.96,60,NPA,BNPL,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000846,2026-04,1,2.0,FIELD,1,284601.96,60,NPA,BNPL,Asia/Kolkata,PAID,1.0,0.0,412.0,0.0,0.0
ACC0000847,2026-02,1,4.0,VOICE,1,558603.72,1,NPA,CONSUMER,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000847,2026-05,1,5.0,SMS,1,558603.72,1,NPA,CONSUMER,UTC,ACTIVE,1.0,0.0,391.0,0.0,0.0
ACC0000849,2026-01,1,10.0,VOICE,1,499886.41,45,HIGH,PERSONAL,UTC,CLOSED,1.0,1.0,715.0,0.0,1.0
ACC0000849,2026-03,1,9.0,WHATSAPP,1,499886.41,45,HIGH,PERSONAL,UTC,CLOSED,0.0,0.0,0.0,0.0,
ACC0000851,2026-02,1,1.0,SMS,1,213862.48,120,HIGH,CREDIT_CARD,Asia/Dubai,PAID,0.0,0.0,0.0,0.0,
ACC0000854,2026-01,1,10.0,WHATSAPP,1,266159.1,60,HIGH,BNPL,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000854,2026-03,1,2.0,FIELD,1,266159.1,60,HIGH,BNPL,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000854,2026-04,1,4.0,WHATSAPP,1,266159.1,60,HIGH,BNPL,Asia/Kolkata,WRITEOFF,1.0,0.0,223.0,0.0,0.0
ACC0000855,2026-01,1,9.0,SMS,1,81167.57,90,HIGH,CREDIT_CARD,UTC,PAID,1.0,0.0,118.0,0.0,0.0
ACC0000855,2026-07,1,2.0,FIELD,1,81167.57,90,HIGH,CREDIT_CARD,UTC,PAID,0.0,0.0,0.0,0.0,
ACC0000856,2026-03,1,1.0,FIELD,1,128198.11,15,MEDIUM,CONSUMER,Asia/Kolkata,PAID,1.0,0.0,53.0,0.0,0.0
ACC0000857,2026-01,1,2.0,FIELD,1,278075.4,45,MEDIUM,AUTO,Asia/Dubai,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000858,2026-01,1,5.0,SMS,1,101797.36,75,HIGH,AUTO,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000860,2026-06,1,3.0,WHATSAPP,1,235719.7,75,HIGH,PERSONAL,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000860,2026-07,1,3.0,WHATSAPP,1,235719.7,75,HIGH,PERSONAL,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000861,2026-01,1,7.0,FIELD,1,54964.45,1,HIGH,CREDIT_CARD,UTC,PAID,0.0,0.0,0.0,0.0,
ACC0000863,2026-05,1,4.0,SMS,1,694138.47,1,LOW,CONSUMER,Asia/Kolkata,ACTIVE,1.0,0.0,297.0,0.0,0.0
ACC0000863,2026-06,2,4.0,SMS,2,694138.47,1,LOW,CONSUMER,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000863,2026-07,1,7.0,SMS,1,694138.47,1,LOW,CONSUMER,Asia/Kolkata,ACTIVE,1.0,1.0,561.0,0.0,1.0
ACC0000864,2026-01,1,4.0,FIELD,1,404942.01,45,NPA,CREDIT_CARD,Asia/Kolkata,CLOSED,0.0,0.0,0.0,0.0,
ACC0000864,2026-05,1,5.0,WHATSAPP,1,404942.01,45,NPA,CREDIT_CARD,Asia/Kolkata,CLOSED,0.0,0.0,0.0,0.0,
ACC0000864,2026-07,1,6.0,FIELD,1,404942.01,45,NPA,CREDIT_CARD,Asia/Kolkata,CLOSED,0.0,0.0,0.0,0.0,
ACC0000865,2026-02,1,5.0,WHATSAPP,1,352377.44,120,NPA,CREDIT_CARD,UTC,CLOSED,0.0,0.0,0.0,0.0,
ACC0000865,2026-04,1,3.0,FIELD,1,352377.44,120,NPA,CREDIT_CARD,UTC,CLOSED,0.0,0.0,0.0,0.0,
ACC0000866,2026-01,1,2.0,VOICE,1,532501.82,30,LOW,AUTO,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000867,2026-04,1,5.0,FIELD,1,684516.09,90,HIGH,PERSONAL,UTC,ACTIVE,1.0,0.0,815.0,0.0,0.0
ACC0000868,2026-07,1,9.0,WHATSAPP,1,196139.73,45,HIGH,CONSUMER,Asia/Dubai,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000871,2026-04,1,7.0,FIELD,1,440651.2,60,NPA,AUTO,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000871,2026-07,1,6.0,FIELD,1,440651.2,60,NPA,AUTO,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000872,2026-01,1,1.0,VOICE,1,374700.69,1,LOW,CREDIT_CARD,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000872,2026-04,1,2.0,VOICE,1,374700.69,1,LOW,CREDIT_CARD,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000873,2026-04,1,5.0,FIELD,1,15421.48,60,HIGH,AUTO,Asia/Dubai,PAID,1.0,0.0,656.0,0.0,0.0
ACC0000874,2026-02,1,10.0,VOICE,1,670951.78,5,MEDIUM,AUTO,UTC,CLOSED,2.0,0.0,652.0,0.0,0.0
ACC0000875,2026-06,1,10.0,SMS,1,340269.62,60,NPA,AUTO,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000876,2026-01,1,1.0,VOICE,1,70628.57,15,NPA,AUTO,Asia/Dubai,PAID,0.0,0.0,0.0,1.0,
ACC0000876,2026-02,1,2.0,WHATSAPP,1,70628.57,15,NPA,AUTO,Asia/Dubai,PAID,2.0,0.0,1180.0,0.0,0.0
ACC0000876,2026-07,1,2.0,SMS,1,70628.57,15,NPA,AUTO,Asia/Dubai,PAID,0.0,0.0,0.0,0.0,
ACC0000877,2026-04,1,4.0,SMS,1,142522.14,120,NPA,BNPL,UTC,CLOSED,1.0,0.0,136.0,0.0,0.0
ACC0000878,2026-04,1,8.0,VOICE,1,259214.56,90,LOW,PERSONAL,UTC,CLOSED,0.0,0.0,0.0,0.0,
ACC0000880,2026-01,1,2.0,VOICE,1,308879.51,0,HIGH,AUTO,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000881,2026-01,1,2.0,SMS,1,234287.72,0,NPA,PERSONAL,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000881,2026-02,1,3.0,SMS,1,234287.72,0,NPA,PERSONAL,UTC,ACTIVE,2.0,0.0,593.0,0.0,0.0
ACC0000881,2026-04,1,2.0,FIELD,1,234287.72,0,NPA,PERSONAL,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000881,2026-06,1,4.0,VOICE,1,234287.72,0,NPA,PERSONAL,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000882,2026-01,1,9.0,WHATSAPP,1,224662.18,1,MEDIUM,PERSONAL,Asia/Kolkata,CLOSED,1.0,0.0,382.0,0.0,0.0
ACC0000883,2026-03,2,5.5,SMS,2,616138.47,180,LOW,CREDIT_CARD,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000883,2026-08,1,9.0,VOICE,1,616138.47,180,LOW,CREDIT_CARD,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000884,2026-04,2,5.0,FIELD,2,555221.01,90,LOW,BNPL,UTC,PAID,1.0,0.0,316.0,0.0,0.0
ACC0000885,2026-04,1,8.0,WHATSAPP,1,512922.57,90,NPA,BNPL,UTC,ACTIVE,1.0,0.0,792.0,0.0,0.0
ACC0000886,2026-05,1,5.0,WHATSAPP,1,491303.63,180,NPA,PERSONAL,Asia/Kolkata,CLOSED,0.0,0.0,0.0,0.0,
ACC0000888,2026-02,1,7.0,VOICE,1,635813.5,0,LOW,CREDIT_CARD,Asia/Kolkata,PAID,1.0,0.0,349.0,0.0,0.0
ACC0000888,2026-06,1,9.0,VOICE,1,635813.5,0,LOW,CREDIT_CARD,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000888,2026-07,1,6.0,WHATSAPP,1,635813.5,0,LOW,CREDIT_CARD,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000890,2026-01,1,2.0,VOICE,1,149677.76,45,MEDIUM,PERSONAL,UTC,WRITEOFF,1.0,0.0,546.0,0.0,0.0
ACC0000890,2026-04,1,8.0,VOICE,1,149677.76,45,MEDIUM,PERSONAL,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000891,2026-05,1,3.0,WHATSAPP,1,155996.73,60,NPA,BNPL,Asia/Kolkata,WRITEOFF,1.0,0.0,3.0,0.0,0.0
ACC0000892,2026-06,1,3.0,FIELD,1,529129.64,120,NPA,CONSUMER,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000892,2026-07,1,8.0,FIELD,1,529129.64,120,NPA,CONSUMER,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000893,2026-07,1,1.0,WHATSAPP,1,634461.02,30,MEDIUM,CONSUMER,UTC,PAID,0.0,0.0,0.0,0.0,
ACC0000894,2026-07,1,1.0,FIELD,1,256964.81,1,LOW,PERSONAL,Asia/Dubai,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000895,2026-06,1,5.0,FIELD,1,114546.89,180,HIGH,PERSONAL,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000896,2026-02,1,8.0,SMS,1,244787.94,75,MEDIUM,CREDIT_CARD,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000898,2026-01,2,7.5,SMS,2,518955.43,30,MEDIUM,PERSONAL,Asia/Kolkata,WRITEOFF,1.0,0.0,898.0,0.0,0.0
ACC0000898,2026-02,1,5.0,FIELD,1,518955.43,30,MEDIUM,PERSONAL,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000898,2026-03,1,4.0,VOICE,1,518955.43,30,MEDIUM,PERSONAL,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000898,2026-07,2,7.0,SMS,2,518955.43,30,MEDIUM,PERSONAL,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000899,2026-01,1,5.0,WHATSAPP,1,361707.63,60,HIGH,PERSONAL,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000900,2026-03,1,8.0,SMS,1,491399.73,90,LOW,PERSONAL,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000900,2026-06,1,10.0,FIELD,1,491399.73,90,LOW,PERSONAL,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000901,2026-03,1,5.0,VOICE,1,108012.47,60,LOW,CONSUMER,Asia/Kolkata,CLOSED,0.0,0.0,0.0,0.0,
ACC0000901,2026-05,1,2.0,VOICE,1,108012.47,60,LOW,CONSUMER,Asia/Kolkata,CLOSED,0.0,0.0,0.0,0.0,
ACC0000902,2026-02,1,4.0,SMS,1,320894.9,120,MEDIUM,AUTO,Asia/Kolkata,WRITEOFF,1.0,0.0,743.0,0.0,0.0
ACC0000902,2026-05,2,8.0,FIELD,2,320894.9,120,MEDIUM,AUTO,Asia/Kolkata,WRITEOFF,3.0,0.0,1164.0,0.0,0.0
ACC0000903,2026-05,1,8.0,SMS,1,518483.16,90,HIGH,CONSUMER,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000904,2026-03,1,8.0,SMS,1,483275.19,60,HIGH,AUTO,UTC,CLOSED,0.0,0.0,0.0,0.0,
ACC0000904,2026-07,1,1.0,WHATSAPP,1,483275.19,60,HIGH,AUTO,UTC,CLOSED,0.0,0.0,0.0,0.0,
ACC0000905,2026-01,1,6.0,SMS,1,461847.19,120,HIGH,BNPL,Asia/Dubai,CLOSED,1.0,0.0,221.0,0.0,0.0
ACC0000905,2026-04,1,9.0,FIELD,1,461847.19,120,HIGH,BNPL,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000905,2026-07,2,5.0,WHATSAPP,2,461847.19,120,HIGH,BNPL,Asia/Dubai,CLOSED,1.0,0.0,453.0,0.0,0.0
ACC0000906,2026-02,1,6.0,WHATSAPP,1,276363.97,0,HIGH,CONSUMER,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000906,2026-04,1,6.0,FIELD,1,276363.97,0,HIGH,CONSUMER,Asia/Dubai,CLOSED,1.0,0.0,678.0,0.0,0.0
ACC0000908,2026-02,1,6.0,VOICE,1,639803.89,1,MEDIUM,AUTO,Asia/Dubai,PAID,0.0,0.0,0.0,0.0,
ACC0000908,2026-07,1,9.0,VOICE,1,639803.89,1,MEDIUM,AUTO,Asia/Dubai,PAID,2.0,0.0,1643.0,0.0,0.0
ACC0000909,2026-02,1,4.0,VOICE,1,592172.98,30,HIGH,PERSONAL,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000909,2026-07,1,3.0,WHATSAPP,1,592172.98,30,HIGH,PERSONAL,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000910,2026-03,1,2.0,WHATSAPP,1,19410.25,120,MEDIUM,CREDIT_CARD,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000911,2026-04,1,8.0,SMS,1,502909.06,45,LOW,AUTO,Asia/Dubai,CLOSED,3.0,0.0,1688.0,0.0,0.0
ACC0000912,2026-08,1,2.0,SMS,1,189131.01,15,NPA,CREDIT_CARD,UTC,CLOSED,0.0,0.0,0.0,0.0,
ACC0000915,2026-06,1,4.0,VOICE,1,77604.1,5,HIGH,PERSONAL,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000915,2026-07,1,5.0,WHATSAPP,1,77604.1,5,HIGH,PERSONAL,Asia/Dubai,CLOSED,0.0,0.0,0.0,1.0,
ACC0000918,2026-03,1,4.0,SMS,1,483880.1,90,LOW,CREDIT_CARD,UTC,CLOSED,0.0,0.0,0.0,0.0,
ACC0000918,2026-07,2,6.0,FIELD,2,483880.1,90,LOW,CREDIT_CARD,UTC,CLOSED,0.0,0.0,0.0,1.0,
ACC0000919,2026-01,2,6.0,SMS,1,597041.92,90,NPA,PERSONAL,Asia/Dubai,CLOSED,2.0,1.0,443.0,0.0,0.5
ACC0000919,2026-04,2,7.0,VOICE,2,597041.92,90,NPA,PERSONAL,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000921,2026-07,1,5.0,WHATSAPP,1,31333.1,75,MEDIUM,CONSUMER,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000922,2026-03,1,3.0,SMS,1,599383.74,60,LOW,CREDIT_CARD,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000922,2026-05,1,9.0,FIELD,1,599383.74,60,LOW,CREDIT_CARD,UTC,WRITEOFF,1.0,0.0,183.0,0.0,0.0
ACC0000923,2026-05,1,9.0,SMS,1,84949.19,0,LOW,PERSONAL,UTC,CLOSED,0.0,0.0,0.0,0.0,
ACC0000924,2026-02,1,10.0,WHATSAPP,1,697088.14,5,HIGH,CONSUMER,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000924,2026-08,1,5.0,WHATSAPP,1,697088.14,5,HIGH,CONSUMER,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000925,2026-03,1,5.0,SMS,1,195592.17,90,NPA,CONSUMER,Asia/Dubai,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000925,2026-04,1,10.0,WHATSAPP,1,195592.17,90,NPA,CONSUMER,Asia/Dubai,WRITEOFF,1.0,0.0,609.0,0.0,0.0
ACC0000925,2026-08,1,6.0,VOICE,1,195592.17,90,NPA,CONSUMER,Asia/Dubai,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000926,2026-05,2,2.5,FIELD,2,1384.13,30,MEDIUM,CREDIT_CARD,Asia/Kolkata,CLOSED,1.0,0.0,769.0,0.0,0.0
ACC0000927,2026-01,1,2.0,VOICE,1,432989.41,45,MEDIUM,BNPL,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000927,2026-07,1,6.0,FIELD,1,432989.41,45,MEDIUM,BNPL,Asia/Kolkata,WRITEOFF,1.0,0.0,377.0,0.0,0.0
ACC0000928,2026-01,1,9.0,SMS,1,255570.85,180,LOW,PERSONAL,Asia/Dubai,PAID,0.0,0.0,0.0,0.0,
ACC0000930,2026-05,1,10.0,SMS,1,89032.49,90,LOW,AUTO,Asia/Dubai,PAID,0.0,0.0,0.0,0.0,
ACC0000931,2026-02,1,2.0,SMS,1,694378.02,0,NPA,CONSUMER,UTC,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000932,2026-01,1,8.0,FIELD,1,289946.8,15,HIGH,PERSONAL,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000932,2026-05,1,10.0,SMS,1,289946.8,15,HIGH,PERSONAL,Asia/Kolkata,PAID,1.0,1.0,633.0,0.0,1.0
ACC0000932,2026-06,1,7.0,WHATSAPP,1,289946.8,15,HIGH,PERSONAL,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000932,2026-07,1,5.0,SMS,1,289946.8,15,HIGH,PERSONAL,Asia/Kolkata,PAID,0.0,0.0,0.0,0.0,
ACC0000934,2026-02,1,8.0,VOICE,1,256260.0,75,NPA,AUTO,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000934,2026-03,1,6.0,SMS,1,256260.0,75,NPA,AUTO,UTC,ACTIVE,1.0,0.0,171.0,0.0,0.0
ACC0000934,2026-06,1,5.0,WHATSAPP,1,256260.0,75,NPA,AUTO,UTC,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000935,2026-06,1,7.0,SMS,1,91868.28,120,NPA,CREDIT_CARD,Asia/Kolkata,ACTIVE,0.0,0.0,0.0,0.0,
ACC0000936,2026-05,1,8.0,VOICE,1,656520.97,60,MEDIUM,CREDIT_CARD,UTC,WRITEOFF,2.0,0.0,924.0,0.0,0.0
ACC0000936,2026-07,1,8.0,VOICE,1,656520.97,60,MEDIUM,CREDIT_CARD,UTC,WRITEOFF,1.0,0.0,630.0,0.0,0.0
ACC0000937,2026-04,1,7.0,FIELD,1,53238.65,30,NPA,AUTO,Asia/Dubai,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000938,2026-02,1,6.0,FIELD,1,666012.28,45,MEDIUM,AUTO,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000938,2026-07,1,3.0,WHATSAPP,1,666012.28,45,MEDIUM,AUTO,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000939,2026-05,1,10.0,FIELD,1,624615.67,60,HIGH,CREDIT_CARD,Asia/Kolkata,PAID,1.0,0.0,389.0,0.0,0.0
ACC0000940,2026-02,1,9.0,SMS,1,536813.98,90,NPA,PERSONAL,Asia/Kolkata,WRITEOFF,0.0,0.0,0.0,0.0,
ACC0000941,2026-06,1,6.0,SMS,1,651592.52,45,NPA,BNPL,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000941,2026-07,1,8.0,FIELD,1,651592.52,45,NPA,BNPL,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000944,2026-03,1,8.0,VOICE,1,395064.88,120,NPA,CONSUMER,Asia/Dubai,CLOSED,0.0,0.0,0.0,0.0,
ACC0000944,2026-05,1,10.0,FIELD,1,395064.88,120,NPA,CONSUMER,Asia/Dubai,CLOSED,1.0,0.0,357.0,0.0,0.0
